[36m¡½[0m,[44m  [0m,[37m¡½[0m,[42m  [0m,[43m  [0m,[36;43m¡¼[0m,[44m¡k[0m,[44m¢n[0m
¥ÛÀð,Å@«°ªe,¥Û¾À,¤p®|,¨«¹D,¤jÆU,¥ÛªO¾ô,¥ÛªO¾ô
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,00
00,03,01,01,01,01,01,01,01,01,01,01,07,01,01,01,01,01,01,01,01,01,03,00
00,03,01,01,01,01,01,01,01,01,01,01,07,01,01,01,01,01,01,01,01,01,03,00
00,03,01,01,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,01,01,03,00
00,03,01,01,04,02,02,02,02,02,02,02,02,02,02,02,02,02,02,04,01,01,03,00
00,03,01,01,04,02,02,02,02,02,02,02,02,02,02,02,02,02,02,04,01,01,03,00
00,03,01,01,04,02,02,05,02,05,05,05,05,05,05,05,05,05,04,04,01,01,03,00
00,03,01,01,04,02,02,05,02,05,02,02,02,02,02,02,02,02,02,04,01,01,03,00
00,03,01,01,04,02,02,05,02,05,05,05,05,05,05,05,05,02,02,04,01,01,03,00
00,03,01,01,04,02,02,05,02,02,02,02,02,02,02,02,05,02,02,04,01,01,03,00
00,03,06,06,04,02,02,05,02,05,05,05,05,05,05,05,05,02,02,04,06,06,03,00
00,03,01,01,04,02,02,05,02,05,02,02,02,02,02,02,02,02,02,04,01,01,03,00
00,03,01,01,04,02,02,05,02,05,05,05,05,05,05,05,05,02,02,04,01,01,03,00
00,03,01,01,04,02,02,05,02,02,02,02,02,02,02,02,05,02,02,04,01,01,03,00
00,03,01,01,04,02,02,05,05,05,05,02,05,05,05,02,05,02,02,04,01,01,03,00
00,03,01,01,04,02,02,05,05,02,05,05,05,02,05,05,05,02,02,04,01,01,03,00
00,03,01,01,04,02,02,02,02,02,02,02,02,02,02,02,02,02,02,04,01,01,03,00
00,03,01,01,04,02,02,02,02,02,02,02,02,02,02,02,02,02,02,04,01,01,03,00
00,03,01,01,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,01,01,03,00
00,03,01,01,01,01,01,01,01,01,01,01,07,01,01,01,01,01,01,01,01,01,03,00
00,03,01,01,01,01,01,01,01,01,01,01,07,01,01,01,01,01,01,01,01,01,03,00
00,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,00
00,00,00,00,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
