[0m[33;43m¡½[37;40m,[33;1m¡¼[0m,[1m«Ç
¨F¾À,¨«¹D,¥Û«Ç
00,00,00,00,00,02,00,00,00,02,00,00,00,02,00,00,00,00,00,00
00,00,00,00,00,01,00,00,00,01,00,00,00,01,00,00,00,00,00,00
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,00
00,00,00,01,00,00,00,01,00,00,00,01,00,00,00,01,00,00,01,00
00,00,00,02,00,00,00,02,00,00,00,02,00,00,00,02,00,00,01,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,00
00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,00
00,01,00,01,00,01,00,01,00,01,00,01,00,01,00,00,00,00,00,00
00,01,00,02,00,02,00,02,00,02,00,02,00,01,00,01,01,01,01,00
00,01,00,00,00,00,00,00,00,00,00,00,00,01,00,01,00,00,01,00
00,01,01,02,00,00,00,00,00,00,01,02,00,01,00,01,00,00,01,00
00,01,00,00,00,01,01,01,01,00,01,00,00,01,00,01,02,00,01,00
00,01,01,02,00,01,00,00,01,00,01,00,00,01,00,00,00,00,01,00
00,01,00,00,00,01,00,00,01,00,01,01,01,01,00,00,00,00,01,00
00,01,01,02,00,01,00,02,01,00,00,00,00,00,00,00,00,00,01,00
00,01,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,01,00
00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
