[0;1;32;43m¡[1m¶[0m,[0;1;44m~[1m~[0m,[0;1;32;43m´[1mË[0m,[44m  [0m,[36m¡½[0m,[32m¡½[0m,[0;1;32;42mª[1mL[0m,[42m¤ì[0m,[43m  [0m,[42m  [0m,[0;1;30;42m¡[1m½[0m,[44m¡»[0m,[33;44m¡½[0m,´ä,®È,ªZ,¨¾,¥Á,¿ú,[42m¤ì[0m
¤s,®ü,´Ë,ªe,Àð,Àð,ªL,¤ì,ªd¦a,¯ó¦a,¹D¸ô,¼s³õ,¥Û¾ô,´ä¤f,®È©±,ªZ¾¹©±,¨¾¨ã©±,¥Á¦v,¿ú²ø,¬\¤ì
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,03,02,02,02,02,02,02,02,01,01,01,01,01,01,01,01,01,01,01,01,01
01,01,01,01,01,01,01,01,01,01,01,01,03,03,03,03,03,03,03,03,06,06,06,06,06,06,02,02,02,02,02,02,02,02,02,02,02,02,02,02
01,01,01,01,01,01,02,03,03,03,03,03,03,03,03,03,03,03,03,06,06,06,07,07,06,06,06,06,06,06,06,02,02,02,02,02,02,02,02,02
01,01,01,01,02,02,02,02,03,03,03,03,03,03,03,03,03,03,06,06,19,19,19,19,19,19,19,19,19,19,07,07,07,02,02,02,02,02,02,02
01,01,01,02,02,02,02,02,02,03,03,03,03,03,03,03,19,19,19,19,19,06,06,06,06,06,06,06,06,19,19,19,19,19,19,19,19,19,19,02
01,01,02,02,02,02,02,05,05,05,03,03,03,03,03,06,19,06,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,06,06,19,19
01,02,02,02,02,02,02,05,13,05,02,03,03,03,03,06,19,06,04,07,07,07,08,08,08,08,08,08,08,08,08,07,07,07,07,04,06,07,07,19
02,02,02,02,02,02,02,05,10,05,02,03,03,03,06,06,19,06,04,07,07,08,08,08,08,08,08,08,08,08,05,05,05,07,07,04,19,19,19,19
02,02,02,02,02,02,02,02,10,02,02,02,03,03,07,07,19,07,04,07,08,08,08,08,11,11,11,10,10,10,10,14,05,07,07,04,19,07,07,07
02,02,02,06,06,06,07,02,10,10,10,10,12,12,10,10,10,10,10,10,10,10,10,10,11,11,11,08,08,10,05,05,05,07,07,04,19,07,07,07
02,02,02,06,06,06,06,02,10,02,02,02,03,03,07,07,07,07,04,08,08,10,08,08,11,11,11,08,08,10,08,08,08,08,07,04,19,06,06,06
02,02,06,06,06,06,10,10,10,02,02,02,03,03,03,07,06,06,04,08,05,10,05,08,08,08,10,08,05,10,05,08,08,07,07,04,19,06,06,03
02,02,02,06,09,09,10,02,02,00,02,02,02,03,03,06,06,06,04,08,05,18,05,08,08,08,10,08,05,17,05,08,07,07,07,04,19,06,06,03
02,02,02,06,09,09,10,02,02,00,00,02,02,03,03,06,06,09,04,07,05,05,05,08,08,08,10,08,05,05,05,07,04,04,04,04,19,06,06,03
02,06,06,06,09,09,10,02,02,02,02,02,02,03,03,03,06,19,04,07,07,08,08,08,08,08,10,08,08,08,07,07,04,06,06,19,19,07,03,03
07,06,06,06,06,06,10,10,10,10,09,09,02,03,03,03,06,19,04,04,04,08,05,05,05,08,10,08,05,05,05,07,04,06,07,19,07,03,03,03
02,06,06,06,02,02,02,02,02,10,09,09,02,02,03,03,06,19,19,07,04,08,05,15,10,10,10,10,10,16,05,07,04,06,19,19,03,03,02,02
02,07,06,02,02,02,02,02,02,10,09,09,07,07,03,03,03,06,19,19,04,08,05,05,05,08,10,08,05,05,05,07,04,06,19,06,03,03,02,02
02,02,02,02,02,02,02,02,02,10,02,07,07,07,07,03,03,03,06,19,04,07,08,08,08,08,10,08,08,08,07,07,04,19,19,03,03,03,02,02
02,02,02,02,02,02,02,02,02,10,02,07,07,06,07,07,03,03,06,19,04,07,07,08,08,05,10,05,08,04,04,04,04,19,06,03,03,02,02,02
02,02,02,02,02,02,02,02,02,10,02,07,06,06,06,06,03,03,06,19,04,04,04,04,08,05,17,05,08,04,06,06,19,19,03,03,03,02,02,02
00,10,10,10,10,10,10,10,10,10,02,07,06,06,06,06,03,03,06,19,19,07,07,04,07,05,05,05,07,04,06,19,19,03,03,03,02,02,02,02
02,02,09,09,09,06,06,06,06,10,02,06,06,06,06,06,06,03,03,06,19,19,19,04,07,07,07,07,07,04,19,19,06,03,03,02,02,02,00,00
02,02,09,09,09,06,06,06,06,10,02,02,02,06,06,06,06,03,03,03,06,06,19,04,04,04,04,04,04,04,19,06,03,03,03,02,02,02,00,00
02,06,06,06,06,06,06,02,02,10,02,02,02,06,06,06,03,03,03,03,03,03,19,19,19,19,19,19,19,19,19,03,03,03,02,02,02,02,00,00
06,06,06,06,06,06,06,02,02,10,02,02,02,00,06,03,03,03,03,03,03,03,03,06,06,06,06,06,06,06,03,03,03,02,00,00,02,02,02,00
06,06,06,06,10,10,10,10,10,10,10,02,00,00,03,03,06,06,06,06,06,03,03,03,03,03,03,03,03,03,03,03,02,00,00,00,02,02,02,02
06,02,06,10,10,02,02,02,02,02,10,10,10,12,12,10,10,10,06,06,06,02,02,02,03,03,03,03,03,03,03,02,00,00,09,09,09,02,02,02
02,02,02,10,02,02,02,02,02,02,02,02,03,03,02,02,02,10,06,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,09,09,09,02,02,02
02,02,10,10,09,09,09,06,02,02,02,03,03,02,02,02,02,10,06,02,02,09,09,09,02,02,02,02,02,10,10,10,10,10,10,10,10,10,10,10
02,02,10,09,09,09,09,06,06,02,03,03,02,02,02,06,06,10,10,10,10,10,10,10,10,10,10,10,10,10,06,02,02,02,09,10,09,02,02,02
02,02,10,09,09,09,09,06,06,02,03,03,02,02,02,06,06,00,00,00,00,09,09,09,00,06,06,06,06,02,02,02,02,02,02,10,02,02,06,06
02,02,10,02,02,02,06,02,02,02,03,03,02,02,06,06,06,06,06,06,06,06,06,06,06,06,06,02,02,02,02,02,02,02,02,10,02,02,06,06
02,02,10,02,02,06,06,06,02,02,03,03,02,02,06,06,06,06,06,06,06,02,02,02,02,02,02,02,02,02,02,02,02,02,02,10,02,02,06,06
02,02,10,02,02,06,02,06,06,03,03,03,02,02,06,06,06,06,06,06,02,02,02,02,02,02,02,02,02,02,02,02,02,10,10,10,02,02,02,06
02,02,10,02,02,02,00,00,02,03,03,03,02,02,02,06,06,06,02,02,02,02,02,02,02,10,10,10,10,10,10,10,10,10,02,02,02,02,00,00
