[0m[32;42;1m´Ë[0m,[32mªL[37m,[44;1m¡c[0m,[44;1m¡\[0m,Ãú,¡¼
[0m´ËªL,ªL³ò,¤p´ò,ªe,°gÃú,°gÃú´ËªL-¤p®|
01,01,01,01,01,01,01,01,01,04,01,01,01,01,01,01,01,01,01,01
01,04,00,00,00,00,00,00,00,05,00,00,00,00,00,00,00,04,00,01
01,05,05,00,00,00,00,00,00,05,00,00,00,00,00,00,05,05,00,01
01,05,00,05,00,00,00,05,05,05,05,05,00,00,00,05,00,05,00,01
01,05,00,00,05,00,05,02,02,02,02,02,05,00,05,00,00,05,00,01
01,05,00,00,00,05,02,02,02,02,02,02,02,05,00,00,00,05,00,01
01,05,00,00,05,00,05,02,02,02,02,02,05,00,05,00,00,05,00,01
01,05,05,05,00,00,00,05,05,05,05,05,00,00,00,05,05,05,00,01
01,04,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,04,00,01
01,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,01
01,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,01
01,04,00,00,00,04,00,04,00,00,00,04,00,04,00,00,00,04,00,01
01,05,00,00,00,05,00,05,00,00,00,05,00,05,00,00,00,05,00,01
01,05,00,00,00,05,00,05,00,00,00,05,00,05,00,00,00,05,00,01
01,00,05,00,05,00,00,05,00,00,00,05,00,00,05,00,05,00,00,01
01,00,00,05,00,00,00,00,05,00,05,00,00,00,00,05,00,00,00,01
01,00,00,00,05,05,05,05,05,05,05,05,05,05,05,00,00,00,00,01
01,00,00,00,00,00,00,00,00,05,00,00,00,00,00,00,00,00,00,01
01,00,00,00,00,00,00,00,00,05,00,00,00,00,00,00,00,00,00,01
01,01,01,01,01,01,01,01,01,05,01,01,01,01,01,01,01,01,01,01
